"x","y","AP1","AP2","AP3","AP4","AP5","AP6","AP7","AP8","AP9","AP10","AP11"
"569",3,2.9,-69,-66,-52,-62,-62,-66,-70,-52,-62,-44,-65
"570",3,3.9,-64,-56,-54,-60,-69,-68,-70,-51,-56,-52,-64
"571",3,5,-65,-68,-56,-58,-66,-71,-69,-52,-56,-50,-66
"572",3,5,-66,-63,-58,-46,-63,-69,-70,-57,-60,-59,-68
"593",3,0.7,-68,-50,-62,-61,-64,-69,-69,-65,-57,-42,-57
"594",3,1.4,-68,-55,-59,-62,-60,-70,-71,-59,-58,-45,-61
"595",3,2.1,-60,-63,-57,-63,-64,-64,-66,-51,-66,-51,-65
"596",3,2.9,-67,-56,-61,-59,-62,-62,-77,-56,-63,-55,-65
"597",3,3.6,-67,-64,-58,-59,-63,-66,-61,-53,-61,-55,-74
"598",3,4.3,-82,-70,-60,-52,-62,-65,-63,-54,-60,-59,-78
"599",3,5,-80,-69,-62,-51,-62,-64,-61,-52,-51,-62,-72
"600",3,5,-80,-60,-58,-48,-67,-69,-75,-66,-51,-52,-72
"601",3,4.3,-79,-60,-56,-54,-68,-81,-66,-58,-57,-59,-72
"602",3,3.6,-68,-58,-44,-53,-70,-77,-65,-59,-57,-51,-72
"603",3,2.9,-63,-59,-51,-57,-70,-77,-78,-59,-57,-50,-65
"604",3,2.2,-63,-59,-52,-63,-71,-76,-74,-57,-59,-51,-59
"605",3,1.5,-66,-62,-54,-62,-72,-71,-73,-63,-63,-51,-58
"606",3,0.7,-59,-47,-51,-68,-71,-81,-74,-64,-62,-50,-60
"607",3,0,-63,-50,-54,-63,-71,-74,-74,-71,-64,-48,-55
"608",3,0,-69,-47,-61,-61,-67,-74,-69,-63,-64,-48,-55
"628",3,2.4,-63,-65,-58,-63,-61,-77,-75,-60,-61,-53,-70
"629",3,3.1,-63,-61,-60,-53,-66,-77,-77,-57,-58,-54,-70
"630",3,3.7,-73,-65,-69,-53,-65,-62,-70,-57,-62,-58,-78
"631",3,4.3,-73,-71,-75,-51,-64,-66,-66,-57,-55,-59,-74
"632",3,5,-73,-74,-60,-55,-57,-64,-66,-53,-55,-65,-74
"633",3,5,-69,-59,-55,-47,-65,-71,-70,-60,-55,-53,-71
"634",3,4.4,-65,-59,-57,-50,-66,-84,-74,-63,-65,-54,-66
"635",3,3.8,-68,-64,-46,-53,-67,-71,-62,-55,-64,-55,-66
"636",3,3.2,-68,-56,-55,-63,-69,-68,-71,-60,-64,-51,-65
"637",3,2.5,-68,-56,-53,-59,-68,-75,-67,-59,-62,-51,-62
"638",3,1.9,-69,-54,-49,-70,-72,-75,-70,-62,-66,-49,-64
"639",3,1.3,-62,-52,-49,-69,-76,-76,-75,-58,-66,-50,-57
"640",3,0.6,-68,-47,-50,-64,-79,-74,-69,-64,-63,-46,-57
"641",3,0,-68,-50,-54,-75,-79,-80,-73,-68,-68,-48,-55
"642",3,0,-61,-52,-65,-60,-64,-84,-69,-60,-62,-47,-54
"643",3,0.6,-59,-51,-65,-62,-69,-77,-74,-61,-57,-44,-54
"644",3,1.3,-65,-61,-59,-62,-62,-73,-72,-59,-61,-42,-54
"645",3,1.9,-67,-63,-51,-61,-66,-65,-75,-54,-59,-51,-54
"646",3,2.5,-68,-69,-59,-58,-61,-67,-72,-51,-59,-52,-73
"647",3,3.1,-69,-64,-61,-57,-65,-66,-67,-51,-56,-56,-73
"648",3,3.8,-76,-66,-60,-53,-67,-63,-76,-57,-56,-59,-73
"649",3,4.4,-70,-78,-64,-53,-60,-66,-63,-56,-53,-59,-72
"650",3,5,-71,-77,-69,-57,-60,-64,-64,-55,-57,-59,-72
"651",3,5,-66,-67,-64,-56,-71,-71,-71,-56,-57,-57,-67
"652",3,4.4,-69,-62,-51,-52,-75,-70,-77,-67,-59,-54,-67
"653",3,3.8,-67,-58,-48,-57,-75,-68,-66,-60,-59,-51,-62
"654",3,3.1,-67,-58,-55,-63,-68,-69,-74,-55,-59,-60,-62
"655",3,2.5,-70,-54,-51,-62,-69,-74,-72,-57,-58,-48,-59
"656",3,1.8,-65,-54,-52,-63,-78,-74,-79,-60,-62,-54,-59
"657",3,1.2,-68,-55,-53,-71,-75,-78,-76,-59,-61,-52,-60
"658",3,0.6,-68,-54,-50,-68,-72,-84,-68,-76,-61,-52,-51
"659",3,0,-62,-49,-59,-63,-72,-76,-79,-76,-68,-51,-51
"660",3,0,-64,-53,-65,-60,-67,-77,-79,-61,-68,-49,-51
"665",3,3.1,-75,-67,-58,-62,-60,-74,-72,-53,-54,-55,-74
"666",3,3.9,-74,-71,-65,-54,-60,-62,-63,-48,-57,-57,-73
"667",3,4.4,-71,-75,-68,-50,-65,-59,-62,-55,-54,-58,-73
"668",3,5,-72,-74,-68,-51,-65,-68,-64,-55,-58,-62,-73
"669",3,5,-67,-62,-57,-49,-67,-71,-70,-58,-61,-54,-67
"670",3,4.6,-67,-62,-56,-44,-71,-78,-76,-57,-58,-54,-67
"671",3,3.9,-68,-59,-48,-57,-66,-74,-70,-59,-58,-51,-67
"672",3,3.2,-65,-60,-47,-56,-72,-75,-69,-57,-62,-50,-67
"673",3,2.6,-71,-52,-52,-61,-70,-78,-73,-63,-62,-53,-63
"674",3,1.9,-71,-51,-54,-67,-70,-72,-73,-59,-61,-49,-60
"675",3,1.3,-61,-47,-52,-74,-70,-81,-73,-64,-61,-49,-53
"676",3,0.7,-61,-47,-50,-67,-79,-81,-72,-66,-62,-53,-58
"677",3,0,-61,-48,-60,-69,-79,-82,-80,-69,-64,-49,-50
"678",3,0,-65,-46,-59,-70,-77,-72,-75,-62,-58,-51,-58
"679",3,0,-67,-50,-55,-67,-68,-75,-81,-63,-61,-49,-60
"681",3.1,0,-49,-66,-60,-71,-75,-66,-67,-58,-58,-43,-59
"682",3.1,0,-58,-46,-58,-73,-76,-75,-81,-65,-60,-49,-55
"683",3.1,0,-59,-63,-62,-67,-64,-69,-66,-52,-57,-37,-58
"684",3.1,0,-60,-45,-56,-68,-77,-69,-70,-68,-59,-52,-57
"685",3.2,0,-49,-64,-63,-67,-66,-76,-64,-65,-60,-47,-61
"686",3.2,0,-44,-64,-63,-71,-70,-66,-67,-59,-56,-45,-58
"687",3.2,0,-66,-43,-51,-69,-65,-71,-72,-63,-65,-50,-57
"688",3.3,0,-44,-61,-65,-69,-66,-69,-65,-58,-54,-37,-61
"689",3.3,0,-61,-45,-53,-63,-76,-73,-75,-64,-60,-47,-54
"690",3.4,0,-64,-41,-59,-69,-72,-79,-71,-64,-57,-53,-62
"692",3.5,0,-47,-59,-64,-78,-67,-72,-65,-58,-57,-46,-56
"693",3.5,0,-50,-59,-62,-81,-66,-68,-67,-56,-49,-42,-55
"694",3.5,0,-65,-46,-59,-73,-77,-70,-84,-68,-64,-52,-60
"695",3.5,0,-50,-61,-60,-71,-67,-69,-69,-59,-54,-43,-53
"697",3.5,0,-57,-59,-58,-67,-64,-69,-68,-55,-58,-36,-58
"698",3.6,0,-58,-58,-61,-72,-75,-66,-67,-54,-58,-37,-60
"699",3.6,0,-63,-43,-56,-76,-76,-77,-81,-69,-60,-51,-57
"700",4,0,-56,-65,-67,-75,-78,-66,-66,-57,-53,-44,-67
"701",4,0,-61,-45,-60,-75,-75,-77,-67,-60,-60,-52,-59
"704",4,0,-48,-63,-61,-75,-66,-66,-64,-59,-50,-42,-58
"705",4,0,-61,-73,-55,-69,-72,-77,-72,-62,-50,-49,-60
"706",4,0,-56,-66,-65,-67,-63,-72,-67,-58,-49,-43,-61
"707",4,0,-58,-56,-54,-77,-76,-79,-70,-62,-49,-50,-59
"708",4,0,-49,-62,-61,-74,-69,-73,-65,-56,-54,-40,-56
"709",4,0,-57,-46,-58,-70,-69,-76,-72,-66,-60,-52,-54
"710",4,0,-46,-55,-65,-73,-78,-70,-65,-58,-57,-41,-52
"711",4,0,-63,-53,-51,-64,-72,-73,-71,-68,-57,-51,-58
"712",4,0,-60,-59,-61,-81,-66,-70,-67,-58,-54,-43,-58
"713",4,0,-58,-54,-52,-62,-71,-70,-72,-68,-54,-53,-59
"714",4,0,-65,-54,-57,-68,-69,-70,-69,-49,-59,-37,-61
"715",4,0,-65,-58,-50,-63,-77,-76,-75,-67,-59,-52,-55
"716",4,0,-58,-59,-74,-65,-68,-73,-72,-55,-60,-38,-63
"717",4,0,-58,-55,-51,-61,-68,-70,-72,-66,-60,-54,-63
"718",4,0,-61,-58,-52,-70,-67,-68,-68,-57,-55,-43,-54
"719",4,0,-59,-58,-51,-61,-74,-75,-75,-65,-60,-51,-54
"720",4,4,-68,-61,-56,-60,-81,-69,-72,-61,-57,-52,-70
"721",4,3.3,-71,-64,-49,-67,-81,-78,-76,-60,-64,-49,-70
"722",4,2.6,-68,-62,-49,-58,-66,-70,-80,-70,-67,-52,-67
"723",4,2,-64,-61,-50,-70,-71,-77,-82,-62,-67,-53,-65
"724",4,1.3,-64,-60,-50,-77,-74,-73,-77,-63,-67,-57,-54
"725",4,0.6,-73,-56,-54,-72,-74,-77,-77,-63,-63,-53,-55
"726",4,0,-64,-63,-57,-72,-75,-81,-74,-62,-62,-54,-51
"727",4,0,-62,-59,-54,-63,-73,-75,-76,-58,-63,-50,-50
"728",4,0.6,-69,-62,-47,-60,-72,-72,-74,-58,-64,-53,-68
"729",4,1.1,-64,-62,-43,-81,-69,-73,-80,-59,-60,-55,-75
"730",4,1.7,-72,-61,-42,-62,-68,-74,-78,-61,-60,-49,-71
"731",4,2.3,-70,-64,-54,-59,-65,-73,-78,-59,-61,-54,-71
"732",4,2.9,-66,-64,-61,-56,-63,-66,-73,-56,-57,-47,-71
"733",4,3.5,-70,-63,-59,-51,-59,-71,-69,-54,-57,-52,-71
"734",4,4,-69,-66,-61,-57,-70,-66,-72,-58,-59,-57,-73
"743",4,0,-72,-52,-51,-71,-70,-78,-78,-62,-60,-54,-57
"755",4,2.1,-75,-58,-46,-73,-71,-78,-78,-62,-66,-51,-62
"756",4,1.6,-71,-60,-46,-76,-71,-77,-78,-68,-63,-57,-59
"757",4,1,-65,-58,-55,-65,-76,-75,-78,-60,-70,-52,-57
"758",4,0.5,-64,-56,-51,-71,-75,-71,-76,-59,-61,-52,-44
"759",4,0,-69,-55,-62,-71,-75,-82,-78,-62,-61,-54,-45
"761",4,0.5,-66,-57,-43,-68,-69,-78,-75,-59,-75,-51,-67
"762",4,1.1,-63,-61,-43,-62,-63,-75,-75,-58,-58,-51,-67
"763",4,1.7,-70,-58,-44,-60,-67,-69,-75,-63,-58,-52,-67
"764",4,2.3,-64,-66,-50,-61,-67,-74,-77,-62,-63,-50,-67
"768",4,4,-71,-62,-51,-59,-62,-68,-79,-55,-63,-53,-69
"769",4,3.5,-75,-64,-55,-68,-68,-74,-79,-63,-63,-54,-69
"770",4,2.9,-75,-61,-50,-71,-65,-76,-79,-58,-61,-51,-69
"771",4,2.3,-75,-54,-46,-85,-71,-86,-79,-61,-69,-52,-63
"776",4,0,-65,-45,-47,-63,-77,-74,-75,-65,-63,-51,-53
"777",4,0.5,-67,-56,-49,-63,-76,-74,-80,-64,-64,-51,-53
"778",4,1.1,-68,-59,-42,-59,-73,-69,-80,-58,-62,-52,-53
"779",4,1.7,-71,-77,-41,-54,-79,-84,-79,-59,-62,-52,-72
"780",4,2.3,-65,-67,-53,-61,-64,-73,-79,-57,-63,-51,-72
"781",4,2.9,-69,-70,-55,-59,-67,-76,-79,-59,-58,-52,-72
"782",4,3.5,-71,-71,-58,-56,-64,-68,-66,-56,-65,-49,-75
"783",4,4,-66,-71,-59,-57,-61,-72,-71,-58,-59,-52,-75
"784",4,4,-71,-61,-52,-61,-58,-74,-68,-62,-67,-58,-67
"785",4,3.6,-70,-59,-56,-60,-66,-69,-65,-57,-60,-52,-67
"786",4,3,-64,-63,-47,-58,-65,-71,-65,-62,-67,-54,-84
"787",4,2.4,-68,-58,-44,-63,-67,-74,-81,-61,-67,-53,-69
"788",4,1.8,-69,-59,-55,-74,-74,-79,-75,-64,-67,-54,-69
"789",4,1.2,-68,-57,-45,-76,-76,-80,-75,-62,-63,-51,-54
"790",4,0.6,-69,-58,-48,-68,-77,-84,-75,-58,-63,-54,-57
"791",4,0,-67,-52,-57,-68,-77,-75,-75,-60,-63,-53,-50
"793",4,0.6,-69,-54,-49,-58,-68,-70,-72,-61,-62,-51,-62
"794",4,1.3,-65,-62,-49,-63,-66,-70,-87,-57,-64,-54,-64
"795",4,2,-76,-65,-41,-59,-68,-71,-79,-58,-58,-54,-74
"796",4,2.6,-72,-65,-43,-58,-68,-71,-74,-57,-65,-51,-74
"797",4,3.4,-68,-59,-55,-59,-63,-72,-68,-58,-65,-53,-76
"798",4,4,-67,-59,-58,-64,-60,-69,-67,-58,-60,-53,-76
"799",4,4,-74,-62,-48,-58,-62,-71,-77,-60,-62,-54,-73
"806",4,0,-61,-52,-47,-65,-70,-72,-80,-65,-60,-54,-52
"807",4,0.7,-61,-56,-47,-60,-70,-76,-80,-58,-61,-52,-60
"808",4,1.3,-69,-64,-42,-59,-73,-82,-84,-57,-61,-52,-61
"809",4,2,-72,-60,-48,-57,-67,-70,-80,-61,-64,-50,-72
"810",4,2.7,-69,-62,-47,-61,-72,-71,-80,-62,-66,-53,-73
"811",4,3.4,-67,-62,-63,-59,-68,-72,-65,-59,-66,-55,-73
"812",4,4,-74,-66,-57,-60,-60,-68,-69,-58,-58,-55,-74
"820",4,0.8,-70,-60,-46,-65,-77,-77,-75,-58,-63,-49,-64
"821",4,1.6,-70,-70,-43,-68,-79,-73,-75,-56,-63,-52,-65
"822",4,2.4,-69,-60,-43,-55,-69,-68,-75,-60,-63,-50,-71
"823",4,3.2,-71,-67,-53,-61,-69,-68,-65,-59,-70,-53,-71
"824",4,4,-62,-63,-60,-60,-76,-67,-69,-62,-66,-52,-71
"831",4,0,-67,-55,-53,-74,-76,-70,-88,-64,-59,-53,-64
"837",4,4,-70,-60,-49,-59,-68,-70,-71,-56,-63,-49,-72
"839",4,2,-70,-62,-55,-64,-64,-69,-71,-62,-60,-51,-69
"840",4,1,-69,-62,-46,-58,-65,-69,-79,-62,-60,-53,-64
"841",4,0,-69,-61,-48,-69,-81,-77,-88,-62,-67,-51,-64
"842",4,0,-70,-43,-52,-80,-74,-75,-73,-67,-59,-53,-50
"843",4,1,-66,-57,-41,-68,-66,-71,-73,-54,-59,-51,-63
"844",4,2,-69,-64,-46,-60,-68,-70,-76,-57,-59,-52,-63
"845",4,3,-67,-59,-43,-59,-65,-72,-78,-62,-63,-48,-72
"846",4,4,-69,-61,-51,-58,-67,-69,-70,-59,-63,-49,-72
"848",4,2.6,-67,-61,-58,-59,-71,-67,-83,-60,-64,-52,-71
"849",4,1.3,-69,-60,-47,-64,-70,-74,-83,-69,-64,-52,-69
"850",4,0,-70,-57,-54,-80,-76,-73,-84,-60,-64,-51,-62
"855",4,4,-70,-61,-49,-60,-64,-75,-74,-61,-62,-52,-73
"859",4,0,-66,-52,-54,-61,-65,-71,-72,-67,-67,-55,-51
